name,latitude,longitude,time
"Masonic Opera House: What Cheer, IA",41.401397,-92.354629,1/1/04
"Masonic Opera House: What Cheer, IA",41.401397,-92.354629,1/2/04
"Montezuma Opera House: Montezuma, IA",41.584878,-92.527431,1/4/04
"Montezuma Opera House: Montezuma, IA",41.584878,-92.527431,1/5/04
"Montezuma Opera House: Montezuma, IA",41.584878,-92.527431,1/6/04
"North English, IA",41.513898,-92.076289,1/7/04
"Trojan Opera House: Williamsburg, IA",41.661228,-92.009506,1/8/04
"Trojan Opera House: Williamsburg, IA",41.661228,-92.009506,1/9/04
"The Gedney: Independence, IA",42.470465,-91.892778,1/11/04
"The Gedney: Independence, IA",42.470465,-91.892778,1/12/04
"The Gedney: Independence, IA",42.470465,-91.892778,1/13/04
"Monticello Opera House: Monticello, IA",42.238275,-91.186943,1/13/04
"Monticello Opera House: Monticello, IA",42.238275,-91.186943,1/14/04
"Monticello Opera House: Monticello, IA",42.238275,-91.186943,1/15/04
"Cascade Opera House: Cascade, IA",42.298488,-91.014223,1/18/04
"Cascade Opera House: Cascade, IA",42.298488,-91.014223,1/19/04
"Cascade Opera House: Cascade, IA",42.298488,-91.014223,1/20/04
"Mount Pleasant, IA",40.963695,-91.558073,1/20/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,1/21/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,1/22/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,1/23/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,1/23/04
"Odeon Theatre: Marshalltown, IA",42.044255,-92.912339,1/25/04
"Odeon Theatre: Marshalltown, IA",42.044255,-92.912339,1/26/04
"Odeon Theatre: Marshalltown, IA",42.044255,-92.912339,1/27/04
"Coldren Opera House: Iowa City, IA",41.661256,-91.529911,1/28/04
"Coldren Opera House: Iowa City, IA",41.661256,-91.529911,1/29/04
"Coldren Opera House: Iowa City, IA",41.661256,-91.529911,1/30/04
"Coldren Opera House: Iowa City, IA",41.661256,-91.529911,1/31/04
"Macomber Opera House: West Branch, IA",41.672074,-91.345973,2/2/04
"Macomber Opera House: West Branch, IA",41.672074,-91.345973,2/3/04
"Tipton Opera House: Tipton, IA",41.769743,-91.127935,2/4/04
"Tipton Opera House: Tipton, IA",41.769743,-91.127935,2/5/04
"Tipton Opera House: Tipton, IA",41.769743,-91.127935,2/6/04
"Grand Opera House: Anamosa, IA",42.108337,-91.285159,2/8/04
"Grand Opera House: Anamosa, IA",42.108337,-91.285159,2/9/04
"Grand Opera House: Anamosa, IA",42.108337,-91.285159,2/10/04
"Metropolitan Opera House: Owatonna, MN",44.083994,-93.226108,2/11/04
"Metropolitan Opera House: Owatonna, MN",44.083994,-93.226108,2/12/04
"Metropolitan Opera House: Owatonna, MN",44.083994,-93.226108,2/13/04
"Grand Opera House: Faribault, MN",44.296188,-93.29026,2/15/04
"Grand Opera House: Faribault, MN",44.296188,-93.29026,2/16/04
"Grand Opera House: Faribault, MN",44.296188,-93.29026,2/17/04
"Ward Opera House: Waseca, MN",44.017224,-93.588572,2/18/04
"Ward Opera House: Waseca, MN",44.017224,-93.588572,2/19/04
"Ward Opera House: Waseca, MN",44.017224,-93.588572,2/20/04
"Waterville, MN",44.218991,-93.56797,2/22/04
"Waterville, MN",44.218991,-93.56797,2/23/04
"Waterville, MN",44.218991,-93.56797,2/24/04
"Turner Opera House: New Ulm, MN",44.28212,-94.451855,2/25/04
"Turner Opera House: New Ulm, MN",44.28212,-94.451855,2/26/04
"Turner Opera House: New Ulm, MN",44.28212,-94.451855,2/27/04
"Rost's Hall: Saint Peter, MN",44.323838,-93.958529,2/29/04
"Rost's Hall: Saint Peter, MN",44.323838,-93.958529,3/1/04
"Rost's Hall: Saint Peter, MN",44.323838,-93.958529,3/2/04
"Rochester, MN",44.023327,-92.463021,3/3/04
"Rochester, MN",44.023327,-92.463021,3/4/04
"Rochester, MN",44.023327,-92.463021,3/5/04
"Saint Charles, MN",43.969361,-92.065982,3/7/04
"Saint Charles, MN",43.969361,-92.065982,3/8/04
"Saint Charles, MN",43.969361,-92.065982,3/9/04
"Winona, MN",44.050005,-91.639229,3/10/04
"Winona, MN",44.050005,-91.639229,3/11/04
"Winona, MN",44.050005,-91.639229,3/12/04
"Chatfield, MN",43.84463,-92.188091,3/14/04
"Winona, MN",44.050005,-91.639229,3/15/04
"Chatfield, MN",43.84463,-92.188091,3/16/04
"Chatfield, MN",43.84463,-92.188091,3/17/04
"Winona, MN",44.050005,-91.639229,3/18/04
"Rochester, MN",44.023327,-92.463021,3/19/04
"Ward Opera House: Waseca, MN",44.017224,-93.588572,3/21/04
"Metropolitan Opera House: Owatonna, MN",44.083994,-93.226108,3/22/04
"Grand Opera House: Faribault, MN",44.296188,-93.29026,3/23/04
"Mankato Theatre: Mankato, MN",44.163466,-93.99935,3/24/04
"Mankato Theatre: Mankato, MN",44.163466,-93.99935,3/25/04
"Mankato Theatre: Mankato, MN",44.163466,-93.99935,3/26/04
"Waterville, MN",44.218991,-93.56797,3/28/04
"Rost's Hall: Saint Peter, MN",44.323838,-93.958529,3/29/04
"Rost's Hall: Saint Peter, MN",44.323838,-93.958529,3/30/04
"G.A.R. Hall: Wells, MN",43.746066,-93.728836,3/31/04
"G.A.R. Hall: Wells, MN",43.746066,-93.728836,4/1/04
"G.A.R. Hall: Wells, MN",43.746066,-93.728836,4/2/04
"Hildreth Opera House: Charles City, IA",43.066361,-92.672411,4/4/04
"Hildreth Opera House: Charles City, IA",43.066361,-92.672411,4/5/04
"Hildreth Opera House: Charles City, IA",43.066361,-92.672411,4/6/04
"Waverly Opera House: Waverly, IA",42.725814,-92.475463,4/7/04
"Waverly Opera House: Waverly, IA",42.725814,-92.475463,4/8/04
"Waverly Opera House: Waverly, IA",42.725814,-92.475463,4/9/04
"Harriman Opera House: Hampton, IA",42.742009,-93.202273,4/11/04
"Harriman Opera House: Hampton, IA",42.742009,-93.202273,4/12/04
"Harriman Opera House: Hampton, IA",42.742009,-93.202273,4/13/04
"Town Hall: Sheffield, IA",42.893517,-93.215192,4/14/04
"Chapin, IA",42.833581,-93.222146,4/15/04
"Town Hall: Sheffield, IA",42.893517,-93.215192,4/16/04
"Eagle Grove Opera House: Eagle Grove, IA",42.664138,-93.90439,4/18/04
"Eagle Grove Opera House: Eagle Grove, IA",42.664138,-93.90439,4/19/04
"Eagle Grove Opera House: Eagle Grove, IA",42.664138,-93.90439,4/20/04
"Brown Opera House: Clarion, IA",42.731339,-93.732208,4/21/04
"Brown Opera House: Clarion, IA",42.731339,-93.732208,4/22/04
"Brown Opera House: Clarion, IA",42.731339,-93.732208,4/23/04
"Wilson Opera House: Mason City, IA",43.153573,-93.201037,4/25/04
"Wilson Opera House: Mason City, IA",43.153573,-93.201037,4/26/04
"Wilson Opera House: Mason City, IA",43.153573,-93.201037,4/27/04
"Graham Opera House: Washington, IA",41.316008,-91.734033,5/10/04
"Ainsworth Opera House: Ainsworth, IA",41.28891,-91.552384,5/21/04
"Wayland, IA",41.147783,-91.661307,5/28/04
"Kalona Opera House: Kalona, IA",41.475053,-91.714486,6/4/04
"Crawfordsville Town Hall: Crawfordsville, IA",41.215386,-91.538751,6/11/04
"Wellman, IA",41.465065,-91.837854,6/18/04
"Wellman, IA",41.465065,-91.837854,6/25/04
"Poor Farm Near Washington: Washington, IA",41.316008,-91.734033,7/2/04
"Baldwin's Hall: Hedrick, IA",41.172513,-92.308794,7/4/04
"River Park: Brighton, IA",41.174739,-91.819615,7/16/04
"Crawfordsville Town Hall: Crawfordsville, IA",41.215386,-91.538751,7/23/04
"Baptist Church: West Chester, IA",41.338904,-91.817671,7/30/04
"River Park: Brighton, IA",41.174739,-91.819615,8/6/04
"Wayland, IA",41.147783,-91.661307,8/13/04
"Kalona Opera House: Kalona, IA",41.483072,-91.706002,8/27/04
"Graham Opera House: Washington, IA",41.316008,-91.734033,9/10/04
"Keota, IA",41.363902,-91.953786,9/13/04
"Sigourney, IA",41.333046,-92.20484,9/14/04
"Hendrick, IA",41.17448,-92.308461,9/15/04
"Richland, IA",41.185571,-91.992953,9/16/04
"Brighton, IA",41.174739,-91.819615,9/17/04
"Mount Pleasant, IA",40.963695,-91.558073,9/21/04
"Mount Pleasant, IA",40.963695,-91.558073,9/22/04
"Mount Pleasant, IA",40.963695,-91.558073,9/23/04
"Graham Opera House: Washington, IA",41.316008,-91.734033,10/9/04
"Richland Church: Richland, IA",41.185571,-91.992953,10/20/04
"Alexander Hall: Martinsburg, IA",41.178903,-92.251849,10/21/04
"LaToska Opera House: Ollie, IA",41.198372,-92.093089,10/22/04
"Fremont, IA",40.734594,-95.592478,10/24/04
"Fremont, IA",40.734594,-95.592478,10/25/04
"Fremont, IA",40.734594,-95.592478,10/26/04
"Opera House: Eddyville, IA",41.157248,-92.634372,10/27/04
"Opera House: Eddyville, IA",41.157248,-92.634372,10/28/04
"Opera House: Eddyville, IA",41.157248,-92.634372,10/29/04
"United Methodist Church: Grinnell, IA",41.743055,-92.722421,10/31/04
"United Methodist Church: Grinnell, IA",41.743055,-92.722421,11/1/04
"United Methodist Church: Grinnell, IA",41.743055,-92.722421,11/2/04
"Montezuma Opera House: Montezuma, IA",41.584878,-92.527431,11/3/04
"Masonic Opera House: What Cheer, IA",41.401397,-92.354629,11/4/04
"Masonic Opera House: What Cheer, IA",41.401397,-92.354629,11/5/04
"Graham Opera House: Washington, IA",41.316008,-91.734033,11/8/04
"Kalona Opera House: Kalona, IA",41.483072,-91.706002,11/10/04
"Wellman, IA",41.465065,-91.837854,11/11/04
"Webster, IA",41.438889,-92.171841,11/12/04
"Webster, IA",41.438889,-92.171841,11/14/04
"Keswick, IA",41.452508,-92.239348,11/15/04
"Christian Church: North English, IA",41.513898,-92.076289,11/17/04
"Trojan Opera House: Williamsburg, IA",41.661228,-92.009506,11/18/04
"Trojan Opera House: Williamsburg, IA",41.661228,-92.009506,11/19/04
"Brian Opera House: Blairstown, IA",41.907089,-92.083342,11/21/04
"Brian Opera House: Blairstown, IA",41.907089,-92.083342,11/22/04
"Norway Opera House: Norway, IA",41.902781,-91.921569,11/24/04
"Norway Opera House: Norway, IA",41.902781,-91.921569,11/25/04
"Norway Opera House: Norway, IA",41.902781,-91.921569,11/26/04
"Central City, IA",42.203883,-91.524056,11/28/04
"Central City, IA",42.203883,-91.524056,11/29/04
"Central City, IA",42.203883,-91.524056,11/30/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,12/1/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,12/2/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,12/3/04
"Central Opera House: Manchester, IA",42.484154,-91.455425,12/3/04
"Cascade Opera House: Cascade, IA",42.298488,-91.014223,12/5/04
"Cascade Opera House: Cascade, IA",42.298488,-91.014223,12/6/04
"Preston Opera House: Grinnell, IA",41.743055,-92.722421,12/8/04
"Preston Opera House: Grinnell, IA",41.743055,-92.722421,12/9/04
"Preston Opera House: Grinnell, IA",41.743055,-92.722421,12/10/04
"Preston Opera House: Grinnell, IA",41.743055,-92.722421,12/10/04
"Brooklyn Opera House: Brooklyn, IA",41.733609,-92.445463,12/12/04
"Brooklyn Opera House: Brooklyn, IA",41.733609,-92.445463,12/13/04
"Brooklyn Opera House: Brooklyn, IA",41.733609,-92.445463,12/14/04
"Malcom, IA",41.70833,-92.559076,12/15/04
"Keswick, IA",41.452508,-92.239348,12/16/04
"Christian Church: North English, IA",41.513898,-92.076289,12/17/04
"Graham Opera House: Washington, IA",41.316008,-91.734033,12/31/04
,41.316008,-91.734033,1/1/05
Opera House,41.769743,-91.127935,1/2/05
Opera House,41.769743,-91.127935,1/3/05
Opera House,41.769743,-91.127935,1/4/05
Opera House,42.108337,-91.285159,1/5/05
Opera House,42.108337,-91.285159,1/6/05
Opera House,42.108337,-91.285159,1/7/05
,42.108337,-91.285159,1/8/05
Opera House,42.238275,-91.186943,1/9/05
Opera House,42.238275,-91.186943,1/10/05
Opera House,42.238275,-91.186943,1/11/05
Hildreth Opera House,43.066361,-92.672411,1/12/05
Hildreth Opera House,43.066361,-92.672411,1/13/05
Hildreth Opera House,43.066361,-92.672411,1/14/05
,43.066361,-92.672411,1/15/05
Opera House,42.962756,-91.808217,1/16/05
Opera House,42.962756,-91.808217,1/17/05
Opera House,42.962756,-91.808217,1/18/05
Opera House,41.573841,-90.633502,1/19/05
Opera House,42.673317,-91.913504,1/20/05
Opera House,42.673317,-91.913504,1/21/05
,42.673317,-91.913504,1/22/05
Opera House,42.725814,-92.475463,1/23/05
Opera House,42.725814,-92.475463,1/24/05
Opera House,42.725814,-92.475463,1/25/05
Olympic Opera House,42.742009,-93.202273,1/26/05
Opera House,42.742009,-93.202273,1/27/05
Opera House,42.742009,-93.202273,1/28/05
Midland Theater,42.497469,-94.168016,1/30/05
Midland Theater,42.497469,-94.168016,1/31/05
Midland Theater,42.497469,-94.168016,2/1/05
Gedney Hotel,42.468598,-91.889339,2/2/05
Gedney Hotel,42.468598,-91.889339,2/3/05
Gedney Hotel,42.468598,-91.889339,2/4/05
,42.468598,-91.889339,2/5/05
Oden Opera House,42.044255,-92.912339,2/6/05
Oden Opera House,42.044255,-92.912339,2/7/05
Oden Opera House,42.044255,-92.912339,2/8/05
Opera House,41.661256,-91.529911,2/9/05
Opera House,41.661256,-91.529911,2/10/05
Opera House,41.661256,-91.529911,2/11/05
,41.661256,-91.529911,2/12/05
Opera House,42.022765,-93.452434,2/13/05
Opera House,42.022765,-93.452434,2/14/05
Opera House,42.022765,-93.452434,2/15/05
Arie Opera House,42.059705,-93.880227,2/16/05
Arie Opera House,42.059705,-93.880227,2/17/05
Arie Opera House,42.059705,-93.880227,2/18/05
Arie Opera House,42.059705,-93.880227,2/18/05
,42.059705,-93.880227,2/19/05
Opera House,42.664138,-93.90439,2/20/05
Opera House,42.664138,-93.90439,2/21/05
Opera House,42.664138,-93.90439,2/22/05
Opera House,43.284081,-92.811162,2/23/05
Opera House,43.284081,-92.811162,2/24/05
Opera House,43.284081,-92.811162,2/25/05
,43.284081,-92.811162,2/26/05
Palace Music Hall,43.668093,-92.97449,2/27/05
Palace Music Hall,43.668093,-92.97449,2/28/05
Palace Music Hall,43.668093,-92.97449,3/1/05
Opera House,43.381357,-92.114055,3/2/05
Opera House,43.381357,-92.114055,3/3/05
Opera House,43.381357,-92.114055,3/4/05
Opera House,43.381357,-92.114055,3/4/05
Opera House,44.050005,-91.639229,3/6/05
Opera House,44.050005,-91.639229,3/7/05
Opera House,44.050005,-91.639229,3/8/05
Met Opera House,44.023327,-92.463021,3/9/05
Met Opera House,44.023327,-92.463021,3/10/05
Insane Asylum,44.023327,-92.463021,3/11/05
Met Opera House,44.023327,-92.463021,3/11/05
,44.023327,-92.463021,3/12/05
Palace Music Hall,43.668093,-92.97449,3/13/05
Palace Music Hall,43.668093,-92.97449,3/14/05
Palace Music Hall,43.668093,-92.97449,3/15/05
Met Opera House,44.083994,-93.226108,3/16/05
Met Opera House,44.083994,-93.226108,3/17/05
Met Opera House,44.083994,-93.226108,3/18/05
,44.083994,-93.226108,3/19/05
Opera House,44.294964,-93.268827,3/20/05
Opera House,44.294964,-93.268827,3/21/05
Opera House,44.294964,-93.268827,3/22/05
[Ware Auditorium],44.458204,-93.161159,3/23/05
[Ware Auditorium],44.458204,-93.161159,3/24/05
[Ware Auditorium],44.458204,-93.161159,3/25/05
,44.458204,-93.161159,3/26/05
Broadway Theater,43.648013,-93.368266,3/27/05
Broadway Theater,43.648013,-93.368266,3/28/05
Broadway Theater,43.648013,-93.368266,3/29/05
Auditorium,44.218991,-93.56797,3/30/05
Auditorium,44.218991,-93.56797,3/31/05
Auditorium,44.218991,-93.56797,4/1/05
,44.218991,-93.56797,4/2/05
Opera House,44.017224,-93.588572,4/3/05
Opera House,44.017224,-93.588572,4/4/05
Opera House,44.017224,-93.588572,4/5/05
Opera House,44.28212,-94.451855,4/6/05
Opera House,44.28212,-94.451855,4/7/05
Opera House,44.28212,-94.451855,4/8/05
Opera House,44.28212,-94.451855,4/9/05
Opera House,43.982458,-94.626918,4/10/05
Opera House,43.982458,-94.626918,4/11/05
Opera House,43.982458,-94.626918,4/12/05
Opera House,43.401626,-94.832764,4/13/05
Opera House,43.401626,-94.832764,4/14/05
Opera House,43.401626,-94.832764,4/15/05
Arie Opera House,42.059705,-93.880227,4/17/05
Arie Opera House,42.059705,-93.880227,4/18/05
Arie Opera House,42.059705,-93.880227,4/19/05
Wisner Opera House,42.360816,-93.099646,4/20/05
Wisner Opera House,42.360816,-93.099646,4/21/05
Wisner Opera House,42.360816,-93.099646,4/22/05
,42.360816,-93.099646,4/23/05
Opera House,42.673317,-91.913504,4/24/05
Opera House,42.673317,-91.913504,4/25/05
Gedney Opera House,42.468598,-91.889339,4/26/05
Opera House,42.962756,-91.808217,4/27/05
Opera House,42.962756,-91.808217,4/28/05
Opera House,43.066361,-92.672411,4/29/05
,43.066361,-92.672411,4/30/05
Opera House,43.066361,-92.672411,5/1/05
Opera House,42.725814,-92.475463,5/2/05
Opera House,42.725814,-92.475463,5/3/05
Opera House,41.573841,-90.633502,5/4/05
Opera House,42.238275,-91.186943,5/5/05
Opera House,42.238275,-91.186943,5/6/05
,42.238275,-91.186943,5/7/05
,41.316008,-91.734033,5/8/05
,41.316008,-91.734033,5/9/05
,41.316008,-91.734033,5/10/05
,41.316008,-91.734033,5/11/05
,41.316008,-91.734033,5/12/05
,41.316008,-91.734033,5/13/05
,41.316008,-91.734033,5/14/05
,41.316008,-91.734033,5/15/05
,41.316008,-91.734033,5/16/05
,41.316008,-91.734033,5/17/05
,41.316008,-91.734033,5/18/05
,41.316008,-91.734033,5/19/05
,41.316008,-91.734033,5/20/05
,41.316008,-91.734033,5/21/05
,41.316008,-91.734033,5/22/05
,41.316008,-91.734033,5/23/05
,41.316008,-91.734033,5/24/05
,41.316008,-91.734033,5/25/05
,41.316008,-91.734033,5/26/05
,41.316008,-91.734033,5/27/05
,41.316008,-91.734033,5/28/05
,41.316008,-91.734033,5/29/05
,41.316008,-91.734033,5/30/05
,41.316008,-91.734033,5/31/05
,41.316008,-91.734033,6/1/05
,41.316008,-91.734033,6/2/05
,41.316008,-91.734033,6/3/05
,41.316008,-91.734033,6/4/05
,41.316008,-91.734033,6/5/05
,41.316008,-91.734033,6/6/05
,41.316008,-91.734033,6/7/05
,41.316008,-91.734033,6/8/05
,41.316008,-91.734033,6/9/05
Opera House,41.147783,-91.661307,6/10/05
Methodist Church Tent,41.316008,-91.734033,6/22/05
Tent,41.316008,-91.734033,6/23/05
Tent,41.316008,-91.734033,6/24/05
Tent,41.338904,-91.817671,7/4/05
Opera House,41.28891,-91.552384,7/8/05
Tent,41.921673,-93.31227,7/15/05
Tent,41.921673,-93.31227,7/17/05
,41.316008,-91.734033,7/18/05
,41.316008,-91.734033,7/19/05
Tent,41.316008,-91.734033,7/20/05
Tent,41.316008,-91.734033,7/21/05
Tent,41.221126,-91.937674,7/22/05
,41.316008,-91.734033,7/24/05
Tent,41.174739,-91.819615,7/25/05
Tent,41.174739,-91.819615,7/26/05
,40.963695,-91.558073,7/27/05
Tent,40.963695,-91.558073,7/28/05
Tent,40.963695,-91.558073,7/29/05
,40.963695,-91.558073,7/30/05
Tent,40.963695,-91.558073,7/31/05
Tent,40.926846,-91.401233,8/1/05
Tent,41.008736,-91.962649,8/2/05
Tent,41.008736,-91.962649,8/3/05
Tent,41.008736,-91.962649,8/4/05
Tent,41.008736,-91.962649,8/5/05
Tent,41.008736,-91.962649,8/7/05
Tent,41.185571,-91.992953,8/8/05
Tent,41.185571,-91.992953,8/9/05
Tent,41.185571,-91.992953,8/10/05
,41.172513,-92.308794,8/11/05
Tent,41.172513,-92.308794,8/12/05
,41.172513,-92.308794,8/13/05
Tent,41.172513,-92.308794,8/14/05
,41.020015,-92.411296,8/15/05
,41.020015,-92.411296,8/16/05
,41.020015,-92.411296,8/17/05
,41.020015,-92.411296,8/18/05
Tent,41.020015,-92.411296,8/19/05
,41.020015,-92.411296,8/20/05
,41.020015,-92.411296,8/21/05
,41.316008,-91.734033,8/22/05
,41.316008,-91.734033,8/23/05
,41.316008,-91.734033,8/24/05
,41.316008,-91.734033,8/25/05
,41.316008,-91.734033,8/26/05
,41.316008,-91.734033,8/27/05
,41.316008,-91.734033,8/28/05
,41.316008,-91.734033,8/29/05
,41.316008,-91.734033,8/30/05
Tent,41.363902,-91.953786,8/31/05
Tent,41.363902,-91.953786,9/1/05
Tent,41.363902,-91.953786,9/2/05
,41.363902,-91.953786,9/3/05
Tent,41.322788,-92.330184,9/4/05
Tent,41.322788,-92.330184,9/5/05
,41.322788,-92.330184,9/6/05
,41.316008,-91.734033,9/7/05
,41.316008,-91.734033,9/8/05
,41.316008,-91.734033,9/9/05
Opera House,41.32083,-93.109371,9/11/05
Opera House,41.32083,-93.109371,9/12/05
Opera House,41.32083,-93.109371,9/13/05
Opera House,41.296337,-92.644961,9/14/05
Opera House,41.296337,-92.644961,9/15/05
Opera House,41.296337,-92.644961,9/16/05
,41.296337,-92.644961,9/17/05
Opera House,41.333046,-92.20484,9/18/05
Opera House,41.333046,-92.20484,9/19/05
,41.875555,-87.624421,9/21/05
,41.875555,-87.624421,9/22/05
Opera House,41.316008,-91.734033,9/23/05
,41.316008,-91.734033,9/24/05
,41.316008,-91.734033,9/25/05
Opera House,41.465065,-91.837854,9/26/05
Opera House,41.465065,-91.837854,9/27/05
,41.513898,-92.076289,9/28/05
,41.584722,-92.525278,9/29/05
,41.584722,-92.525278,9/30/05
,41.699693,-93.053759,10/2/05
,41.699693,-93.053759,10/3/05
,41.699693,-93.053759,10/4/05
Colonial Theatre,41.743055,-92.722421,10/5/05
Colonial Theatre,41.743055,-92.722421,10/6/05
Colonial Theatre,41.743055,-92.722421,10/7/05
,41.743055,-92.722421,10/8/05
Odeon Theatre,42.044255,-92.912339,10/9/05
Odeon Theatre,42.044255,-92.912339,10/10/05
Odeon Theatre,42.044255,-92.912339,10/11/05
Armory Hall,42.466307,-93.825247,10/12/05
Armory Hall,42.466307,-93.825247,10/13/05
Armory Hall,42.466307,-93.825247,10/14/05
,42.466307,-93.825247,10/15/05
Opera House,42.581367,-94.846096,10/16/05
Opera House,42.581367,-94.846096,10/17/05
Opera House,42.581367,-94.846096,10/18/05
Opera House,42.344987,-95.471667,10/19/05
,42.344987,-95.471667,10/20/05
Opera House,42.344987,-95.471667,10/21/05
,42.344987,-95.471667,10/22/05
Opera House,42.422203,-94.989711,10/23/05
Opera House,42.422203,-94.989711,10/24/05
Opera House,42.422203,-94.989711,10/25/05
Opera House,42.312207,-95.25055,10/26/05
Opera House,42.312207,-95.25055,10/27/05
Opera House,42.312207,-95.25055,10/28/05
,42.312207,-95.25055,10/29/05
Opera House,42.641092,-95.209718,10/30/05
Opera House,42.641092,-95.209718,10/31/05
Opera House,42.641092,-95.209718,11/1/05
Opera House,42.017766,-95.355276,11/2/05
Opera House,42.017766,-95.355276,11/3/05
Opera House,42.017766,-95.355276,11/4/05
,42.017766,-95.355276,11/5/05
,41.7372,-95.701287,11/6/05
Opera House,41.7372,-95.701287,11/7/05
Opera House,41.7372,-95.701287,11/8/05
Opera House,41.854433,-95.600559,11/9/05
Opera House,41.854433,-95.600559,11/10/05
Opera House,41.854433,-95.600559,11/11/05
Temple Grand Theatre,41.0586,-94.361347,11/13/05
Temple Grand Theatre,41.0586,-94.361347,11/14/05
Temple Grand Theatre,41.0586,-94.361347,11/15/05
Opera House,40.604446,-95.657771,11/16/05
Opera House,40.604446,-95.657771,11/17/05
Opera House,40.604446,-95.657771,11/18/05
McComb Opera House,40.765553,-95.37221,11/20/05
McComb Opera House,40.765553,-95.37221,11/21/05
McComb Opera House,40.765553,-95.37221,11/22/05
[Armory Evans O.H.],41.009519,-95.228247,11/23/05
Evans Theatre,41.009519,-95.228247,11/24/05
Evans Theatre,41.009519,-95.228247,11/25/05
,41.009519,-95.228247,11/26/05
McComb Opera House,40.765553,-95.37221,11/27/05
Overland Theatre,40.676526,-95.858694,11/28/05
Overland Theatre,40.676526,-95.858694,11/29/05
Hahn Opera House,40.367405,-96.194995,11/30/05
Hahn Opera House,40.367405,-96.194995,12/1/05
Hahn Opera House,40.367405,-96.194995,12/2/05
,40.367405,-96.194995,12/3/05
Opera House,40.122224,-96.662523,12/4/05
Opera House,40.122224,-96.662523,12/5/05
Steele's Opera House,40.137225,-97.180591,12/6/05
Steele's Opera House,40.137225,-97.180591,12/7/05
Steele's Opera House,40.137225,-97.180591,12/8/05
Opera House,39.824667,-97.632555,12/9/05
,39.824667,-97.632555,12/10/05
Opera House,39.824667,-97.632555,12/11/05
Opera House,39.824667,-97.632555,12/12/05
Opera House,39.824667,-97.632555,12/13/05
Opera House,40.372232,-97.971432,12/14/05
Opera House,40.372232,-97.971432,12/15/05
Opera House,40.372232,-97.971432,12/16/05
,40.372232,-97.971432,12/17/05
Opera House,40.431678,-98.105881,12/18/05
Opera House,40.431678,-98.105881,12/19/05
Opera House,40.431678,-98.105881,12/20/05
New Opera House,40.481516,-96.960259,12/21/05
New Opera House,40.481516,-96.960259,12/22/05
New Opera House,40.481516,-96.960259,12/23/05
Opera House,39.902222,-95.800823,12/25/05
Opera House,39.902222,-95.800823,12/26/05
Opera House,39.902222,-95.800823,12/27/05
Opera House,40.122224,-96.662523,12/28/05
Opera House,40.266429,-96.747369,12/29/05
Opera House,40.266429,-96.747369,12/30/05
,40.266429,-96.747369,12/31/05
Paddock Opera House,40.266429,-96.747369,1/1/06
Bowersock  Opera House,38.971938,-95.23595,1/2/06
Bowersock  Opera House,38.971938,-95.23595,1/3/06
Bowersock  Opera House,38.971938,-95.23595,1/4/06
Opera House,38.497032,-94.950823,1/5/06
Opera House,38.497032,-94.950823,1/6/06
,38.497032,-94.950823,1/7/06
Opera House,38.497032,-94.950823,1/8/06
Opera House,38.61001,-95.684429,1/9/06
Opera House,38.61001,-95.684429,1/10/06
Opera House,38.633898,-95.825821,1/11/06
Opera House,38.633898,-95.825821,1/12/06
Opera House,38.633898,-95.825821,1/13/06
,38.633898,-95.825821,1/14/06
Midland Theatre,38.194467,-95.742764,1/15/06
Midland Theatre,38.194467,-95.742764,1/16/06
Midland Theatre,38.194467,-95.742764,1/17/06
Apollo Opera House,37.881147,-95.733317,1/18/06
Apollo Opera House,37.881147,-95.733317,1/19/06
Apollo Opera House,37.881147,-95.733317,1/20/06
,37.881147,-95.733317,1/21/06
,37.51116,-94.838021,1/22/06
Opera House,37.51116,-94.838021,1/23/06
Opera House,37.51116,-94.838021,1/24/06
Opera House,37.51116,-94.838021,1/25/06
Williams Opera House,37.679214,-95.457203,1/26/06
Williams Opera House,37.679214,-95.457203,1/27/06
,37.679214,-95.457203,1/28/06
Williams Opera House,37.679214,-95.457203,1/29/06
Grand Opera House,37.239749,-96.995592,1/30/06
Grand Opera House,37.239749,-96.995592,1/31/06
Grand Opera House,37.239749,-96.995592,2/1/06
5th Ave Theatre,37.062051,-97.038575,2/2/06
5th Ave Theatre,37.062051,-97.038575,2/3/06
,37.062051,-97.038575,2/4/06
5th Ave Theatre,37.062051,-97.038575,2/5/06
Baud Aud.,37.224236,-95.708313,2/6/06
Baud Aud.,37.224236,-95.708313,2/7/06
Baud Aud.,37.224236,-95.708313,2/8/06
Opera House,37.011461,-95.935258,2/9/06
Opera House,37.011461,-95.935258,2/10/06
,37.224236,-95.708313,2/11/06
,37.224236,-95.708313,2/12/06
Opera House,37.075895,-94.639671,2/13/06
Opera House,37.075895,-94.639671,2/14/06
Opera House,37.075895,-94.639671,2/15/06
Opera House,36.883611,-94.876111,2/16/06
Opera House,36.883611,-94.876111,2/17/06
,36.883611,-94.876111,2/18/06
Opera House,36.883611,-94.876111,2/19/06
